Strain,Soil,Root,Rhizosphere,Sludge,Sand,mud,rhizome,sediment,nodule,Soil2,Root2,Rhizosphere2,Sludge2,Sand2,mud2,rhizome2,sediment2,nodule2,total_words,final
Lactobacillus_fermentum_IFO_3956,3,3,0,1,2,0,0,0,0,0.683371298,0.683371298,0,0.227790433,0.455580866,0,0,0,0,439,0
Lactobacillus_gasseri_ADH,4,1,0,1,2,0,0,0,1,0.959232614,0.239808153,0,0.239808153,0.479616307,0,0,0,0.239808153,417,0
Lactobacillus_gasseri_ATCC_33323,4,1,0,0,1,0,0,2,0,0.900900901,0.225225225,0,0,0.225225225,0,0,0.45045045,0,444,0
Lactobacillus_helveticus_CNRZ32,3,3,0,1,1,0,0,0,0,0.677200903,0.677200903,0,0.225733634,0.225733634,0,0,0,0,443,0
Lactobacillus_helveticus_DPC_4571,3,1,0,1,1,0,0,2,0,0.76142132,0.253807107,0,0.253807107,0.253807107,0,0,0.507614213,0,394,0
Lactobacillus_helveticus_H10,4,2,1,0,0,0,0,3,0,1.012658228,0.506329114,0.253164557,0,0,0,0,0.759493671,0,395,0
Lactobacillus_helveticus_H9,5,0,0,0,1,0,0,0,0,1.851851852,0,0,0,0.37037037,0,0,0,0,270,0
Lactobacillus_helveticus_R0052,7,3,0,0,1,0,2,0,0,1.707317073,0.731707317,0,0,0.243902439,0,0.487804878,0,0,410,0
Lactobacillus_johnsonii_DPC_6026,2,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0,0,0,0,0,186,0
Lactobacillus_johnsonii_FI9785,4,3,0,1,0,0,0,1,0,0.93676815,0.702576112,0,0.234192037,0,0,0,0.234192037,0,427,0
Lactobacillus_johnsonii_NCC_533,4,1,0,2,2,0,0,1,0,0.975609756,0.243902439,0,0.487804878,0.487804878,0,0,0.243902439,0,410,0
Lactobacillus_kefiranofaciens_ZW3,7,1,0,0,0,0,0,1,0,1.822916667,0.260416667,0,0,0,0,0,0.260416667,0,384,0
Lactobacillus_paracasei_87002,2,2,0,0,2,0,0,0,0,0.496277916,0.496277916,0,0,0.496277916,0,0,0,0,403,0
Lactobacillus_paracasei_N1115,1,0,0,1,0,0,0,2,0,0.628930818,0,0,0.628930818,0,0,0,1.257861635,0,159,0
Lactobacillus_plantarum_16,7,3,0,0,0,1,0,0,0,1.573033708,0.674157303,0,0,0,0.224719101,0,0,0,445,0
Lactobacillus_plantarum_JDM1,2,0,1,1,4,0,0,1,0,0.430107527,0,0.215053763,0.215053763,0.860215054,0,0,0.215053763,0,465,0
Lactobacillus_plantarum_plantarum_P8,3,3,2,0,0,2,0,0,0,0.755667506,0.755667506,0.503778338,0,0,0.503778338,0,0,0,397,0
Lactobacillus_plantarum_plantarum_ST-III,1,1,0,1,3,0,0,1,0,0.20661157,0.20661157,0,0.20661157,0.619834711,0,0,0.20661157,0,484,0
Lactobacillus_plantarum_WCFS1,3,3,1,1,0,0,0,0,1,0.731707317,0.731707317,0.243902439,0.243902439,0,0,0,0,0.243902439,410,0
Lactobacillus_plantarum_ZJ316,0,1,0,0,5,0,0,2,0,0,0.227272727,0,0,1.136363636,0,0,0.454545455,0,440,0
Lactobacillus_reuteri_F275_JCM_1112,5,2,1,0,1,1,0,2,0,1.028806584,0.411522634,0.205761317,0,0.205761317,0.205761317,0,0.411522634,0,486,0
Lactobacillus_reuteri_I5007,3,2,0,0,1,0,0,1,0,0.980392157,0.653594771,0,0,0.326797386,0,0,0.326797386,0,306,0
Lactobacillus_reuteri_SD2112_ATCC_55730,1,1,0,1,4,0,0,1,0,0.221238938,0.221238938,0,0.221238938,0.884955752,0,0,0.221238938,0,452,0
Lactobacillus_reuteri_TD1,5,2,0,0,0,0,0,1,0,1.282051282,0.512820513,0,0,0,0,0,0.256410256,0,390,0
Lactobacillus_rhamnosus_GG,5,2,1,1,0,0,0,1,0,1.204819277,0.481927711,0.240963855,0.240963855,0,0,0,0.240963855,0,415,0
Lactobacillus_rhamnosus_GG_ATCC_53103,1,0,0,0,8,0,0,0,0,0.239808153,0,0,0,1.918465228,0,0,0,0,417,0
Lactobacillus_rhamnosus_K_ATCC_8530,2,3,0,1,4,0,0,0,0,0.434782609,0.652173913,0,0.217391304,0.869565217,0,0,0,0,460,0
Lactobacillus_rhamnosus_Lc_705,1,0,0,1,5,0,0,0,0,0.263852243,0,0,0.263852243,1.319261214,0,0,0,0,379,0
Lactobacillus_rhamnosus_LOCK900,2,1,0,0,2,0,0,2,0,0.67114094,0.33557047,0,0,0.67114094,0,0,0.67114094,0,298,0
Lactobacillus_rhamnosus_LOCK908,1,1,0,0,1,0,0,0,0,0.568181818,0.568181818,0,0,0.568181818,0,0,0,0,176,0
Lactobacillus_ruminis_ATCC_27782,2,2,0,1,0,0,0,0,0,0.459770115,0.459770115,0,0.229885057,0,0,0,0,0,435,0
Lactobacillus_sakei_sakei_23K,6,2,0,1,0,0,0,0,1,1.158301158,0.386100386,0,0.193050193,0,0,0,0,0.193050193,518,0
Lactobacillus_salivarius_CECT_5713,4,1,0,0,0,0,0,2,0,1.017811705,0.254452926,0,0,0,0,0,0.508905852,0,393,0
Lactobacillus_salivarius_salivarius_UCC118,1,3,0,1,1,0,0,1,0,0.225225225,0.675675676,0,0.225225225,0.225225225,0,0,0.225225225,0,444,0
Lactococcus_garvieae_ATCC_49156,3,0,0,5,1,0,0,1,0,0.699300699,0,0,1.165501166,0.233100233,0,0,0.233100233,0,429,0
Lactococcus_garvieae_Lg2,2,0,0,1,0,0,0,0,0,0.917431193,0,0,0.458715596,0,0,0,0,0,218,0
Lactococcus_lactis_cremoris_A76,4,4,1,0,0,1,0,1,0,0.959232614,0.959232614,0.239808153,0,0,0.239808153,0,0.239808153,0,417,0
Lactococcus_lactis_cremoris_KW2,2,0,0,0,0,0,0,0,0,1.470588235,0,0,0,0,0,0,0,0,136,0
Lactococcus_lactis_cremoris_MG1363,6,1,0,0,1,0,0,1,0,1.290322581,0.215053763,0,0,0.215053763,0,0,0.215053763,0,465,0
Lactococcus_lactis_cremoris_NZ9000,3,0,0,1,0,0,0,0,0,0.609756098,0,0,0.203252033,0,0,0,0,0,492,0
Lactococcus_lactis_cremoris_SK11,5,2,0,0,2,0,0,0,0,1.043841336,0.417536534,0,0,0.417536534,0,0,0,0,479,0
Lactococcus_lactis_lactis_CV56,4,0,1,1,0,0,0,2,0,0.890868597,0,0.222717149,0.222717149,0,0,0,0.445434298,0,449,0
Lactococcus_lactis_lactis_Il1403,3,2,0,0,1,0,0,1,0,0.677200903,0.451467269,0,0,0.225733634,0,0,0.225733634,0,443,0
Lactococcus_lactis_lactis_IO-1,5,2,0,0,0,0,0,2,0,0.896057348,0.358422939,0,0,0,0,0,0.358422939,0,558,0
Lactococcus_lactis_lactis_KF147,6,0,0,1,0,0,0,2,0,1.158301158,0,0,0.193050193,0,0,0,0.386100386,0,518,0
Laribacter_hongkongensis_HLHK9,7,0,0,0,0,4,0,0,0,1.785714286,0,0,0,0,1.020408163,0,0,0,392,0
Lawsonia_intracellularis_N343,1,0,0,0,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0,0,36,0
Lawsonia_intracellularis_PHEMN1-00,5,4,0,0,0,0,0,2,0,1.253132832,1.002506266,0,0,0,0,0,0.501253133,0,399,0
Leptotrichia_buccalis_C-1013-b_DSM_1135,2,0,0,0,0,0,0,1,0,1.212121212,0,0,0,0,0,0,0.606060606,0,165,0
Magnetococcus_sp._MC-1,3,3,0,0,0,0,0,4,1,0.617283951,0.617283951,0,0,0,0,0,0.823045267,0.205761317,486,0
Maricaulis_maris_MCS10,6,3,0,1,0,0,0,0,3,1.652892562,0.826446281,0,0.275482094,0,0,0,0,0.826446281,363,0
Marinithermus_hydrothermalis_T1_DSM_14884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Marinitoga_piezophila_KA3,3,0,0,1,0,0,0,5,0,0.815217391,0,0,0.27173913,0,0,0,1.358695652,0,368,0
Marinobacter_adhaerens_HP15_DSM_23420,0,0,0,0,1,0,0,4,0,0,0,0,0,0.476190476,0,0,1.904761905,0,210,0
Marinomonas_mediterranea_MMB-1_ATCC_700492,2,0,1,0,0,0,0,1,0,0.675675676,0,0.337837838,0,0,0,0,0.337837838,0,296,0
Marinomonas_posidonica_IVIA-Po-181,1,0,0,2,0,1,3,3,0,0.229885057,0,0,0.459770115,0,0.229885057,0.689655172,0.689655172,0,435,0
Methanobrevibacter_ruminantium_M1,2,3,0,3,1,0,0,0,0,0.530503979,0.795755968,0,0.795755968,0.265251989,0,0,0,0,377,0
Methanobrevibacter_sp._AbM4,4,0,0,2,0,0,0,0,0,1.028277635,0,0,0.514138817,0,0,0,0,0,389,0
Methanocaldococcus_fervens_AG86,3,3,1,0,2,0,0,1,0,0.721153846,0.721153846,0.240384615,0,0.480769231,0,0,0.240384615,0,416,0
Methanocaldococcus_infernus_ME,1,2,1,3,0,1,0,3,0,0.220750552,0.441501104,0.220750552,0.662251656,0,0.220750552,0,0.662251656,0,453,0
Methanocaldococcus_sp._FS406-22,2,4,2,0,0,1,0,0,0,0.454545455,0.909090909,0.454545455,0,0,0.227272727,0,0,0,440,0
Methanocaldococcus_vulcanius_M7_DSM_12094,1,2,1,0,0,1,0,4,0,0.263157895,0.526315789,0.263157895,0,0,0.263157895,0,1.052631579,0,380,0
Methanococcus_aeolicus_Nankai-3,3,2,0,0,0,0,0,5,0,0.704225352,0.469483568,0,0,0,0,0,1.17370892,0,426,0
Methanococcus_maripaludis_C7,2,1,1,0,1,0,0,4,0,0.515463918,0.257731959,0.257731959,0,0.257731959,0,0,1.030927835,0,388,0
Methanococcus_vannielii_SB,3,1,0,1,0,1,0,5,0,0.738916256,0.246305419,0,0.246305419,0,0.246305419,0,1.231527094,0,406,0
Methanoculleus_marisnigri_JR1_DSM_1498,4,1,2,0,0,0,0,2,0,1.012658228,0.253164557,0.506329114,0,0,0,0,0.506329114,0,395,0
Methanopyrus_kandleri_AV19,1,6,0,0,0,0,0,3,0,0.250626566,1.503759398,0,0,0,0,0,0.751879699,0,399,0
Methanothermococcus_okinawensis_IH1,1,2,2,1,0,0,0,4,0,0.287356322,0.574712644,0.574712644,0.287356322,0,0,0,1.149425287,0,348,0
Methanotorris_igneus_Kol5_DSM_5666,0,0,1,1,0,0,0,3,0,0,0,0.325732899,0.325732899,0,0,0,0.977198697,0,307,0
Mobiluncus_curtisii_ATCC_43063,6,2,0,0,1,0,0,0,0,2.4,0.8,0,0,0.4,0,0,0,0,250,0
Mollicutes_bacterium_HR1,2,3,0,0,0,0,0,0,0,0.925925926,1.388888889,0,0,0,0,0,0,0,216,0
Moraxella_catarrhalis_RH4,4,2,0,0,2,0,0,2,0,0.91954023,0.459770115,0,0,0.459770115,0,0,0.459770115,0,435,0
Muricauda_ruestringensis_B1_DSM_13258,0,1,0,0,0,0,0,8,0,0,0.201612903,0,0,0,0,0,1.612903226,0,496,0
Mycobacterium_abscessus_CIP_104536,5,4,0,0,0,0,0,1,0,1.018329939,0.814663951,0,0,0,0,0,0.203665988,0,491,0
Mycobacterium_leprae_Br4923,4,1,0,0,0,0,0,1,0,1.066666667,0.266666667,0,0,0,0,0,0.266666667,0,375,0
Mycobacterium_smegmatis_JS623,8,1,0,0,1,0,0,0,0,2,0.25,0,0,0.25,0,0,0,0,400,0
Mycobacterium_tuberculosis_Erdman_ATCC_35801,7,2,0,0,0,0,0,0,0,1.587301587,0.453514739,0,0,0,0,0,0,0,441,0
Mycobacterium_tuberculosis_H37Ra,2,4,0,0,1,0,1,1,0,0.464037123,0.928074246,0,0,0.232018561,0,0.232018561,0.232018561,0,431,0
Mycobacterium_tuberculosis_H37Rv,7,5,0,0,0,0,0,0,0,1.612903226,1.152073733,0,0,0,0,0,0,0,434,0
Mycobacterium_tuberculosis_UT205,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,0
Mycoplasma_bovis_HB0801,3,4,0,0,2,0,1,1,2,0.835654596,1.114206128,0,0,0.557103064,0,0.278551532,0.278551532,0.557103064,359,0
Mycoplasma_genitalium_G37,1,4,0,0,0,0,0,4,0,0.219298246,0.877192982,0,0,0,0,0,0.877192982,0,456,0
Mycoplasma_genitalium_M2288,2,0,0,0,0,0,0,0,0,2.985074627,0,0,0,0,0,0,0,0,67,0
Mycoplasma_genitalium_M2321,1,0,0,0,0,0,0,3,0,0.540540541,0,0,0,0,0,0,1.621621622,0,185,0
Mycoplasma_genitalium_M6282,2,0,0,0,0,0,0,3,0,0.975609756,0,0,0,0,0,0,1.463414634,0,205,0
Mycoplasma_genitalium_M6320,2,0,0,0,0,0,0,1,0,1.639344262,0,0,0,0,0,0,0.819672131,0,122,0
Mycoplasma_haemocanis_Illinois,2,3,0,0,3,0,1,0,3,0.465116279,0.697674419,0,0,0.697674419,0,0.23255814,0,0.697674419,430,0
Mycoplasma_haemofelis_Langford_1,0,4,0,0,1,0,1,0,0,0,0.856531049,0,0,0.214132762,0,0.214132762,0,0,467,0
Mycoplasma_haemofelis_Ohio2,0,2,1,0,0,0,1,0,0,0,1.156069364,0.578034682,0,0,0,0.578034682,0,0,173,0
Mycoplasma_hominis_PG21_ATCC_23114,1,1,0,0,0,0,0,0,0,1.098901099,1.098901099,0,0,0,0,0,0,0,91,0
Mycoplasma_hyorhinis_HUB-1,1,3,0,0,0,0,0,3,1,0.217391304,0.652173913,0,0,0,0,0,0.652173913,0.217391304,460,0
Mycoplasma_hyorhinis_MCLD,1,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,65,0
Mycoplasma_mycoides_capri_LC_95010,0,3,0,0,0,0,0,0,0,0,1.675977654,0,0,0,0,0,0,0,179,0
Mycoplasma_suis_Illinois,1,1,1,0,1,0,1,5,0,0.203252033,0.203252033,0.203252033,0,0.203252033,0,0.203252033,1.016260163,0,492,0
Mycoplasma_suis_KI_3806,0,1,0,0,0,0,0,1,0,0,0.636942675,0,0,0,0,0,0.636942675,0,157,0
Mycoplasma_wenyonii_Massachusetts,2,6,0,1,0,0,1,2,0,0.445434298,1.336302895,0,0.222717149,0,0,0.222717149,0.445434298,0,449,0
Myxococcus_fulvus_HW-1,10,0,0,0,0,1,0,0,0,2.43902439,0,0,0,0,0.243902439,0,0,0,410,0
Nanoarchaeum_equitans_Kin4-M,2,4,1,1,1,0,0,2,0,0.503778338,1.007556675,0.251889169,0.251889169,0.251889169,0,0,0.503778338,0,397,0
Nautilia_profundicola_Am-H,2,1,0,0,0,0,0,6,0,0.518134715,0.259067358,0,0,0,0,0,1.554404145,0,386,0
Neisseria_gonorrhoeae_NCCP11945,8,2,0,0,0,0,0,1,0,1.856148492,0.464037123,0,0,0,0,0,0.232018561,0,431,0
Neisseria_meningitidis_8013,3,6,0,0,1,0,0,0,0,0.66518847,1.33037694,0,0,0.22172949,0,0,0,0,451,0
Neorickettsia_risticii_Illinois,3,0,0,0,4,0,0,0,0,0.662251656,0,0,0,0.883002208,0,0,0,0,453,0
Nitratifractor_salsuginis_E9I37-1_DSM_16511,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.646090535,0,243,0
Nitrosococcus_halophilus_Nc4,4,1,0,6,0,0,0,2,0,1.092896175,0.273224044,0,1.639344262,0,0,0,0.546448087,0,366,0
Nitrosococcus_oceani_C-107_ATCC_19707,2,1,0,1,0,0,0,5,0,0.366972477,0.183486239,0,0.183486239,0,0,0,0.917431193,0,545,0
Nitrosococcus_watsoni_C-113,5,1,0,1,1,0,0,3,0,1.046025105,0.209205021,0,0.209205021,0.209205021,0,0,0.627615063,0,478,0
Nitrosopumilus_maritimus_SCM1,5,0,1,0,2,0,0,4,0,1.265822785,0,0.253164557,0,0.506329114,0,0,1.012658228,0,395,0
Nocardiopsis_alba_ATCC_BAA-2165,5,2,0,0,1,0,0,3,0,1.253132832,0.501253133,0,0,0.250626566,0,0,0.751879699,0,399,0
Nostoc_sp._PCC_7524,5,1,0,0,1,1,0,0,0,1.072961373,0.214592275,0,0,0.214592275,0.214592275,0,0,0,466,0
Oceanimonas_sp._GK1,5,1,1,1,0,0,0,2,0,1.285347044,0.257069409,0.257069409,0.257069409,0,0,0,0.514138817,0,389,0
Oceanithermus_profundus_506_DSM_14977,2,1,0,0,0,0,0,0,0,1.438848921,0.71942446,0,0,0,0,0,0,0,139,0
Odoribacter_splanchnicus_16516_DSM_20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Olsenella_uli_VPI_DSM_7084,3,4,0,0,0,0,0,2,0,0.810810811,1.081081081,0,0,0,0,0,0.540540541,0,370,0
Ornithobacterium_rhinotracheale_DSM_15997,0,2,0,1,0,0,0,0,0,0,2.53164557,0,1.265822785,0,0,0,0,0,79,0
Owenweeksia_hongkongensis_DSM_17368,3,2,0,1,0,0,0,0,0,0.996677741,0.664451827,0,0.332225914,0,0,0,0,0,301,0
Palaeococcus_pacificus_DY20341,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.727272727,0,110,0
Parvularcula_bermudensis_HTCC2503,6,2,3,1,0,12,0,0,0,1.680672269,0.56022409,0.840336134,0.280112045,0,3.361344538,0,0,0,357,0
Pasteurella_multocida_36950,0,0,0,3,1,0,0,0,0,0,0,0,1.851851852,0.617283951,0,0,0,0,162,0
Pelagibacterium_halotolerans_B2,4,4,0,2,0,0,0,5,2,1.044386423,1.044386423,0,0.522193211,0,0,0,1.305483029,0.522193211,383,0
Persephonella_marina_EX-H1,3,3,0,1,0,0,0,5,0,0.677200903,0.677200903,0,0.225733634,0,0,0,1.128668172,0,443,0
Petrotoga_mobilis_SJ95,2,4,1,3,0,1,0,2,0,0.519480519,1.038961039,0.25974026,0.779220779,0,0.25974026,0,0.519480519,0,385,0
Phaeobacter_gallaeciensis_DSM_17395,0,0,2,0,0,1,0,5,1,0,0,0.438596491,0,0,0.219298246,0,1.096491228,0.219298246,456,0
Phaeobacter_gallaeciensis_DSM_26640,2,0,1,0,0,0,0,6,0,0.584795322,0,0.292397661,0,0,0,0,1.754385965,0,342,0
Phenylobacterium_zucineum_HLK1,9,0,2,1,0,0,0,2,0,2.432432432,0,0.540540541,0.27027027,0,0,0,0.540540541,0,370,0
Photobacterium_profundum_SS9,0,1,0,0,0,1,0,9,0,0,0.243902439,0,0,0,0.243902439,0,2.195121951,0,410,0
Photorhabdus_asymbiotica_asymbiotica_ATCC_43949,9,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,400,0
Pirellula_staleyi_DSM_6068,4,1,0,3,0,0,0,3,1,0.992555831,0.248138958,0,0.744416873,0,0,0,0.744416873,0.248138958,403,0
Planctomyces_limnophilus_Mu_290_DSM_3776,4,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,216,0
Planktomarina_temperata_RCA23_DSM_22400,0,1,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0,0,0,0,61,0
Polaribacter_sp._MED152,7,1,0,0,1,0,0,2,0,1.535087719,0.219298246,0,0,0.219298246,0,0,0.438596491,0,456,0
Polynucleobacter_necessarius_necessarius_STIR1,5,0,0,1,0,1,0,2,0,1.285347044,0,0,0.257069409,0,0.257069409,0,0.514138817,0,389,0
Prevotella_dentalis_ES_2772_DSM_3688,1,2,0,0,0,0,0,0,0,0.99009901,1.98019802,0,0,0,0,0,0,0,101,0
Prevotella_denticola_F0289,2,6,0,1,0,0,0,0,0,0.682593857,2.04778157,0,0.341296928,0,0,0,0,0,293,0
Prevotella_intermedia_17,1,10,0,0,0,0,0,0,0,0.21978022,2.197802198,0,0,0,0,0,0,0,455,0
Prevotella_melaninogenica_ATCC_25845,3,7,0,0,2,0,0,0,0,0.775193798,1.80878553,0,0,0.516795866,0,0,0,0,387,0
Prevotella_sp._F0039,2,2,0,1,0,0,0,1,0,0.917431193,0.917431193,0,0.458715596,0,0,0,0.458715596,0,218,0
Prochlorococcus_marinus_AS9601,8,2,0,0,0,0,0,0,0,1.90023753,0.475059382,0,0,0,0,0,0,0,421,0
Prochlorococcus_marinus_marinus_CCMP_1375,3,2,0,0,2,0,0,0,0,0.804289544,0.536193029,0,0,0.536193029,0,0,0,0,373,0
Prochlorococcus_marinus_MIT_9211,5,3,0,0,1,0,0,0,0,1.075268817,0.64516129,0,0,0.215053763,0,0,0,0,465,0
Prochlorococcus_marinus_MIT_9215,5,4,0,0,0,0,0,0,0,1.061571125,0.8492569,0,0,0,0,0,0,0,471,0
Prochlorococcus_marinus_MIT_9301,6,2,1,0,0,0,0,1,0,1.474201474,0.491400491,0.245700246,0,0,0,0,0.245700246,0,407,0
Prochlorococcus_marinus_MIT_9303,4,3,0,0,0,0,0,0,0,0.879120879,0.659340659,0,0,0,0,0,0,0,455,0
Prochlorococcus_marinus_MIT_9312,3,4,0,1,1,0,0,0,0,0.681818182,0.909090909,0,0.227272727,0.227272727,0,0,0,0,440,0
Prochlorococcus_marinus_MIT_9313,3,3,0,0,1,0,0,0,0,0.647948164,0.647948164,0,0,0.215982721,0,0,0,0,463,0
Prochlorococcus_marinus_MIT_9515,5,4,0,0,0,0,0,0,0,1.152073733,0.921658986,0,0,0,0,0,0,0,434,0
Prochlorococcus_marinus_NATL1A,8,2,0,0,0,0,0,0,0,2.067183463,0.516795866,0,0,0,0,0,0,0,387,0
Prochlorococcus_marinus_NATL2A,5,3,0,1,0,0,0,0,0,1.305483029,0.783289817,0,0.261096606,0,0,0,0,0,383,0
Prochlorococcus_marinus_pastoris_CCMP_1986,2,3,0,0,2,1,0,1,0,0.397614314,0.596421471,0,0,0.397614314,0.198807157,0,0.198807157,0,503,0
Propionibacterium_acidipropionici_ATCC_4875,1,4,0,3,0,0,0,2,0,0.251256281,1.005025126,0,0.753768844,0,0,0,0.502512563,0,398,0
Propionibacterium_acnes_ATCC_11828,2,3,0,1,0,2,0,1,1,0.451467269,0.677200903,0,0.225733634,0,0.451467269,0,0.225733634,0.225733634,443,0
Propionibacterium_acnes_KPA171202,8,2,0,0,0,1,0,0,0,2.240896359,0.56022409,0,0,0,0.280112045,0,0,0,357,0
Propionibacterium_acnes_SK137,1,3,0,0,0,0,0,3,0,0.27173913,0.815217391,0,0,0,0,0,0.815217391,0,368,0
Propionibacterium_propionicum_F0230a,0,2,0,0,0,0,0,0,0,0,3.921568627,0,0,0,0,0,0,0,51,0
Providencia_stuartii_MRSN_2154,3,2,0,0,0,1,0,1,0,0.983606557,0.655737705,0,0,0,0.327868852,0,0.327868852,0,305,0
Pseudoalteromonas_atlantica_T6c,1,2,0,0,0,0,0,7,0,0.268096515,0.536193029,0,0,0,0,0,1.876675603,0,373,0
Pseudoalteromonas_haloplanktis_TAC125,3,1,0,0,1,0,0,6,0,0.810810811,0.27027027,0,0,0.27027027,0,0,1.621621622,0,370,0
Pseudoalteromonas_sp._SM9913,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3.005464481,0,366,0
Pseudomonas_stutzeri_19SMN4,7,0,0,0,0,0,0,5,0,1.535087719,0,0,0,0,0,0,1.096491228,0,456,0
Psychroflexus_torquis_ATCC_700755,4,1,0,2,0,0,0,2,0,1.086956522,0.27173913,0,0.543478261,0,0,0,0.543478261,0,368,0
Psychromonas_ingrahamii_37,2,1,0,0,0,0,0,5,0,0.445434298,0.222717149,0,0,0,0,0,1.113585746,0,449,0
Pusillimonas_sp._T7-7,5,1,0,1,0,3,0,0,0,1.116071429,0.223214286,0,0.223214286,0,0.669642857,0,0,0,448,0
Pyrobaculum_calidifontis_JCM_11548,5,3,1,0,0,1,0,1,0,1.436781609,0.862068966,0.287356322,0,0,0.287356322,0,0.287356322,0,348,0
Pyrococcus_furiosus_DSM_3638,3,1,0,0,1,1,0,2,0,0.757575758,0.252525253,0,0,0.252525253,0.252525253,0,0.505050505,0,396,0
Pyrococcus_sp._ST04,5,2,2,0,0,0,0,2,0,1.269035533,0.507614213,0.507614213,0,0,0,0,0.507614213,0,394,0
Rhodococcus_erythropolis_PR4,10,0,2,0,0,0,0,0,0,2.375296912,0,0.475059382,0,0,0,0,0,0,421,0
Rhodopirellula_baltica_SH_1,5,3,0,0,0,0,0,2,0,1.149425287,0.689655172,0,0,0,0,0,0.459770115,0,435,0
Rickettsia_bellii_RML369-C,2,3,0,0,2,0,3,0,2,0.476190476,0.714285714,0,0,0.476190476,0,0.714285714,0,0.476190476,420,0
Rickettsia_japonica_YH,2,2,1,1,1,0,0,1,0,0.469483568,0.469483568,0.234741784,0.234741784,0.234741784,0,0,0.234741784,0,426,0
Rickettsia_typhi_TH1527,0,0,0,0,3,0,0,0,0,0,0,0,0,4.6875,0,0,0,0,64,0
Rickettsia_typhi_Wilmington,3,3,0,0,1,0,4,0,0,0.641025641,0.641025641,0,0,0.213675214,0,0.854700855,0,0,468,0
Riemerella_anatipestifer_A35072_DSM_15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Robiginitalea_biformata_HTCC2501,4,1,0,1,0,0,0,5,0,1.017811705,0.254452926,0,0.254452926,0,0,0,1.272264631,0,393,0
Roseburia_hominis_A2-183_DSM_16839,1,2,0,0,0,0,0,0,0,0.4784689,0.956937799,0,0,0,0,0,0,0,209,0
Roseobacter_denitrificans_OCh_114,1,2,0,0,2,0,0,5,1,0.21978022,0.43956044,0,0,0.43956044,0,0,1.098901099,0.21978022,455,0
Roseobacter_litoralis_Och_149,3,0,0,0,3,0,0,1,0,0.775193798,0,0,0,0.775193798,0,0,0.258397933,0,387,0
Rothia_dentocariosa_ATCC_17931,6,2,0,2,0,1,0,1,0,1.481481481,0.49382716,0,0.49382716,0,0.24691358,0,0.24691358,0,405,0
Ruegeria_pomeroyi_DSS-3,6,2,0,0,0,0,0,3,0,1.477832512,0.492610837,0,0,0,0,0,0.738916256,0,406,0
Saccharophagus_degradans_2-40,6,2,1,0,1,0,0,0,0,1.595744681,0.531914894,0.265957447,0,0.265957447,0,0,0,0,376,0
Salmonella_enterica_enterica_sv_Paratyphi_B_SPB7,2,4,0,0,0,0,0,0,0,0.491400491,0.982800983,0,0,0,0,0,0,0,407,0
Sanguibacter_keddieii_ST-74_DSM_10542,3,0,0,0,1,0,0,3,0,0.700934579,0,0,0,0.23364486,0,0,0.700934579,0,428,0
Saprospira_grandis_Lewin,1,0,0,0,6,2,0,2,0,0.218818381,0,0,0,1.312910284,0.437636761,0,0.437636761,0,457,0
secondary_endosymbiont_of_Ctenarytaina_eucalypti_Thao2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Segniliparus_rotundus_CDC_1076_DSM_44985,1,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,44,0
Selenomonas_sputigena_DSM_20758,1,1,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0,0,0,80,0
Shewanella_baltica_BA175,1,0,0,3,0,0,0,2,0,0.371747212,0,0,1.115241636,0,0,0,0.743494424,0,269,0
Shewanella_baltica_OS117,0,2,0,3,0,1,0,3,0,0,0.56022409,0,0.840336134,0,0.280112045,0,0.840336134,0,357,0
Shewanella_baltica_OS155,2,1,0,0,0,1,0,7,0,0.475059382,0.237529691,0,0,0,0.237529691,0,1.662707838,0,421,0
Shewanella_baltica_OS185,2,1,0,1,0,1,0,7,0,0.491400491,0.245700246,0,0.245700246,0,0.245700246,0,1.71990172,0,407,0
Shewanella_baltica_OS195,2,0,0,2,0,1,0,7,0,0.46728972,0,0,0.46728972,0,0.23364486,0,1.635514019,0,428,0
Shewanella_baltica_OS223,2,0,0,0,0,1,0,8,0,0.404040404,0,0,0,0,0.202020202,0,1.616161616,0,495,0
Shewanella_baltica_OS678,2,1,0,3,0,1,0,4,0,0.512820513,0.256410256,0,0.769230769,0,0.256410256,0,1.025641026,0,390,0
